accn,name,cq_g12,cq_eluate,hq_g12,hq_eluate,xq_g12,xq_eluate,pI_mean,mass_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,cysteine_cont_percent_mean,cysteine_num_mean,desc_lower,perfect_match,contains_actin,contains_ubiquitin,desc_lower_2,Biophorum DTR,Biophorum high-risk,Levy 2014 - Association,Zhang 2016 - Pro A,Levy 2016 - Coelution,Molden 2021 - 29 DS,Falkenberg 2019 - 6 DS,Kreimer 2017 - 1 DS,Aboulaich 2014 - Association
NP_001233703.1,protein disulfide-isomerase A3 precursor [Cricetulus griseus],True,True,False,True,True,True,6.288335865063492,56795.732700000015,-3.807902009363655,-77.9726042232167,74.16470221385305,-0.0075102687652952,-0.1537842130932912,0.1462739443279959,1.5841584158415842,8.0,protein disulfide-isomerase a3 precursor,,,,protein disulfide isomerase a3 precursor,protein disulfide isomerase,protein disulfide isomerase,,,,,,protein disulfide isomeras,
XP_027256217.1,phospholipase A-2-activating protein [Cricetulus griseus],True,True,False,True,True,True,6.088309318824821,87182.15590000064,-8.708397124194212,-88.96991589350527,80.26151876931105,-0.0129072387183034,-0.1318676590889983,0.1189604203706948,3.270440251572327,26.0,phospholipase a-2-activating protein,,,,phospholipase a 2 activating protein,,,,,,lipase,,,
XP_027254080.1,calsyntenin-1 isoform X5 [Cricetulus griseus],True,True,False,True,True,True,4.342654095624874,105974.29150000052,-61.163764697866,-157.9236489167987,96.75988421893273,-0.0795928484246196,-0.2055071840817567,0.1259143356571371,2.3109243697478994,22.0,calsyntenin-1 isoform x5,,,,calsyntenin 1 isoform x5,,,,,calsyntenin 1,,,,
NP_001230972.1,40S ribosomal protein S2 [Cricetulus griseus],True,True,False,True,False,True,10.99130449177056,31126.74770000005,26.866964359114547,-22.99493432941425,49.86189868852879,0.0791242527859792,-0.0677209740690454,0.1468452268550246,1.706484641638225,5.0,40s ribosomal protein s2,,,,40s ribosomal protein s2,,,,,,40s ribosomal protein s28,,,40s ribosomal protein s20
XP_027265953.1,nucleobindin-2 isoform X2 [Cricetulus griseus],True,True,False,True,False,True,4.570421002519581,50287.854400000106,-28.158762655394558,-97.9449142794025,69.78615162400794,-0.0602307608466483,-0.2095012760433917,0.1492705151967434,0.4761904761904762,2.0,nucleobindin-2 isoform x2,,,,nucleobindin 2 isoform x2,nucleobindin 2,,,,nucleobindin 2,,,,
XP_027282301.1,C-C motif chemokine 2 [Cricetulus griseus],True,True,False,True,True,True,10.250850262789596,15858.184099999982,8.081137527694924,-11.998094965440153,20.07923249313508,0.0373092953860044,-0.0553932497251565,0.092702545111161,4.195804195804196,6.0,c-c motif chemokine 2,,,,c c motif chemokine 2,c c motif chemokine,,,,,c c motif chemokine,,,
XP_027254719.1,40S ribosomal protein S20 isoform X2 [Cricetulus griseus],True,True,False,True,False,True,10.724374442896346,13372.561899999986,9.611946587171678,-14.990780867656644,24.60272745482832,0.0497181687168759,-0.0775403988793053,0.1272585675961813,1.680672268907563,2.0,40s ribosomal protein s20 isoform x2,,,,40s ribosomal protein s20 isoform x2,,,,,,40s ribosomal protein s20,,,40s ribosomal protein s20
XP_027288631.1,alpha-galactosidase A isoform X4 [Cricetulus griseus],True,False,False,False,False,True,4.366667076219372,39764.75889999997,-9.136711987069305,-41.000519489179474,31.86380750211017,-0.0228544733940927,-0.1025582598133313,0.0797037864192386,2.849002849002849,10.0,alpha-galactosidase a isoform x4,,,,alpha galactosidase a isoform x4,,,,,alpha galactosidase a,,,,
XP_027255561.1,basement membrane-specific heparan sulfate proteoglycan core protein isoform X2 [Cricetulus griseus],True,True,False,True,False,False,6.635424336530111,469255.6639000086,-33.016723530139664,-406.8581924150714,373.84146888493177,-0.0159333762077398,-0.1963436692024456,0.1804102929947057,4.286365709074327,188.0,basement membrane-specific heparan sulfate proteoglycan core protein isoform x2,,,,basement membrane specific heparan sulfate proteoglycan core protein isoform x2,,,,,basement membrane specific heparan sulfate proteoglycan core protein,,,,
XP_027279241.1,phospholipid transfer protein isoform X1 [Cricetulus griseus],False,True,False,True,True,True,6.665240540746193,54373.6167000001,-1.3339968549067789,-46.98285331344386,45.64885645853708,-0.0027085873404973,-0.0953953986001951,0.0926868112596977,0.8113590263691683,4.0,phospholipid transfer protein isoform x1,,,,phospholipid transfer protein isoform x1,phospholipid transfer protein,,,,,,,,
XP_027264738.1,60S acidic ribosomal protein P2 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,3.7716105115019136,11609.716399999992,-9.17261395363288,-21.990519425860203,12.81790547222732,-0.0521345418474674,-0.1249878890630722,0.0728533472156047,0.0,0.0,60s acidic ribosomal protein p2 isoform x2,,,,60s acidic ribosomal protein p2 isoform x2,,,,,,,,,60s acidic ribosomal protein p2
XP_027280477.1,protein disulfide-isomerase A6 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.493892891894249,48689.48980000004,-12.85352734062136,-65.97531120790246,53.12178386728109,-0.0280917651745596,-0.1441909991441534,0.1160992339695937,1.5730337078651686,7.0,protein disulfide-isomerase a6 isoform x2,,,,protein disulfide isomerase a6 isoform x2,protein disulfide isomerase,protein disulfide isomerase,,,,,,protein disulfide isomeras,protein disulfide isomerase a6
XP_027249169.1,protein S100-A6 isoform X1 [Cricetulus griseus],False,True,False,True,False,True,4.880652248760716,10050.499299999994,-2.6523596091534967,-15.994047016299978,13.341687407146482,-0.0165966652130581,-0.1000798846488847,0.0834832194358265,1.1235955056179776,1.0,protein s100-a6 isoform x1,,,,protein s100 a6 isoform x1,protein s100 a6,protein s100,,,,protein s100 a6,,,protein s100 a6
XP_027252702.1,"60 kDa heat shock protein, mitochondrial [Cricetulus griseus]",False,True,False,True,False,True,5.554002330761175,60987.84950000007,-3.367453468829969,-80.95952501029599,77.59207154146601,-0.0063336332178653,-0.1522717215409582,0.1459380883230928,0.5235602094240838,3.0,"60 kda heat shock protein, mitochondrial",,,,60 kda heat shock protein mitochondrial,,,heat shock protein,,,,,,
XP_027263120.1,phosphoglycerate mutase 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,7.206178733029857,28817.60960000001,0.6642727198504902,-36.984663737886606,37.64893645773709,0.0020594660379046,-0.1146647402721055,0.1167242063100101,0.7874015748031495,2.0,phosphoglycerate mutase 1 isoform x2,,,,phosphoglycerate mutase 1 isoform x2,phosphoglycerate mutase 1,,,,,,,,phosphoglycerate mutase 1
XP_027286240.1,flavin reductase (NADPH) isoform X2 [Cricetulus griseus],False,True,False,True,False,True,7.684112268272507,22166.1051,1.916862814088323,-21.99608039871564,23.912943212803963,0.0070791040098479,-0.0812330125072328,0.0883121165170807,0.9708737864077668,2.0,flavin reductase (nadph) isoform x2,,,,flavin reductase (nadph) isoform x2,,,,,,flavin reductase,,,
XP_027284320.1,protein disulfide-isomerase A4 [Cricetulus griseus],False,True,False,True,False,False,4.497411463196174,72585.21010000036,-24.277212250995536,-113.96134784962727,89.68413559863174,-0.0406580840526382,-0.1908559356699651,0.1501978516173268,0.9345794392523364,6.0,protein disulfide-isomerase a4,,,,protein disulfide isomerase a4,protein disulfide isomerase,protein disulfide isomerase,,,,,,protein disulfide isomeras,
XP_027253470.1,septin-2 isoform X2 [Cricetulus griseus],False,True,False,False,False,True,6.116111604572216,37076.01290000008,-6.016058435272394,-54.97336183680375,48.95730340153135,-0.0157675257589766,-0.1440800331554788,0.1283125073965022,1.2461059190031152,4.0,septin-2 isoform x2,,,,septin 2 isoform x2,,,,,,,,,septin 2
XP_027272779.1,laminin subunit beta-1 isoform X3 [Cricetulus griseus],False,True,False,True,False,True,4.198082730136737,185852.9894000005,-88.4581901708005,-259.89872153587663,171.44053136507608,-0.0791538180882006,-0.2325615761082728,0.1534077580200721,7.168246445497631,121.0,laminin subunit beta-1 isoform x3,,,,laminin subunit beta 1 isoform x3,laminin subunit beta 1,,,,laminin subunit beta 1,,,,
XP_027260430.1,fructose-bisphosphate aldolase A isoform X2 [Cricetulus griseus],False,True,False,True,False,True,9.071925722194669,39381.49810000004,4.921310030380959,-38.98748160640843,43.90879163678939,0.0123898511715791,-0.0981545750371442,0.1105444262087233,2.197802197802198,8.0,fructose-bisphosphate aldolase a isoform x2,,,,fructose bisphosphate aldolase a isoform x2,fructose bisphosphate aldolase,,,,,,,,
XP_027265896.1,dickkopf-related protein 3 isoform X2 [Cricetulus griseus],False,True,False,False,False,True,3.855586265557421,35350.12960000005,-32.53010184801452,-55.96782489014127,23.43772304212676,-0.0880112661726054,-0.151422800842188,0.0634115346695826,6.5625,21.0,dickkopf-related protein 3 isoform x2,,,,dickkopf related protein 3 isoform x2,,,,,dickkopf related protein 3,,,,
XP_027258725.1,40S ribosomal protein S12 isoform X2 [Cricetulus griseus],False,True,False,True,True,True,7.403268084035917,14514.793999999994,0.6119594142048695,-21.99004711954573,22.6020065337506,0.0029970608142876,-0.1076958814531222,0.1106929422674098,5.303030303030303,7.0,40s ribosomal protein s12 isoform x2,,,,40s ribosomal protein s12 isoform x2,,,,,,40s ribosomal protein s12,,,
XP_027267262.1,peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,9.661864119820004,18358.201799999988,3.877395591259561,-21.987953752006074,25.865349343265635,0.0162367911841108,-0.0920756743113832,0.1083124654954939,1.2121212121212122,2.0,peptidyl-prolyl cis-trans isomerase nima-interacting 1 isoform x2,,,,peptidyl prolyl cis trans isomerase nima interacting 1 isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,
XP_027253429.1,glypican-1 isoform X2 [Cricetulus griseus],False,True,False,True,False,True,7.186117256094618,61489.38540000015,0.983479653626622,-69.97310980285289,70.9565894564795,0.0018396934595424,-0.1308914444477437,0.1327311379072861,3.405017921146954,19.0,glypican-1 isoform x2,,,,glypican 1 isoform x2,,,,,glypican 1,,,,
XP_027259796.1,85/88 kDa calcium-independent phospholipase A2 isoform X4 [Cricetulus griseus],False,True,False,False,False,False,7.234325616793291,83860.27410000037,2.392479323682005,-83.96560902746114,86.35808835114314,0.0036390737825749,-0.1277156477070488,0.1313547214896237,2.127659574468085,16.0,85/88 kda calcium-independent phospholipase a2 isoform x4,,,,85/88 kda calcium independent phospholipase a2 isoform x4,,,,,,lipase,,,
XP_027250075.1,collagen alpha-1(VI) chain [Cricetulus griseus],False,True,False,True,False,True,4.783422034658076,109745.81030000064,-21.47627862441578,-141.9482568646853,120.47197824026954,-0.0273032230045085,-0.1804616609821614,0.1531584379776529,1.932367149758454,20.0,collagen alpha-1(vi) chain,,,,collagen alpha 1(vi) chain,,,,,,collagen alpha ,,,
XP_027259446.1,protein disulfide-isomerase TMX3 isoform X5 [Cricetulus griseus],False,True,False,True,False,True,4.421103958344893,52123.75410000008,-17.812289382362177,-70.98214106663343,53.16985168427124,-0.0371999883204245,-0.1482423040607099,0.1110423157402854,1.3043478260869563,6.0,protein disulfide-isomerase tmx3 isoform x5,,,,protein disulfide isomerase tmx3 isoform x5,protein disulfide isomerase,protein disulfide isomerase,,,,,,protein disulfide isomeras,
XP_027282494.1,LOW QUALITY PROTEIN: carboxypeptidase D isoform X2 [Cricetulus griseus],False,True,False,True,False,True,6.337340427972761,152461.9512000004,-18.792873227877877,-162.95245450291873,144.15958127504086,-0.0191895911271336,-0.1663923838125609,0.1472027926854273,1.3062409288824384,18.0,low quality protein: carboxypeptidase d isoform x2,,,,low quality protein: carboxypeptidase d isoform x2,carboxypeptidase d,carboxypeptidase d,,,,carboxypeptidase,,,
NP_001233649.1,heat shock protein 105 kDa [Cricetulus griseus],False,True,False,True,False,False,4.9844464869244565,96149.8839000004,-21.411567022235083,-138.92522176492113,117.51365474268606,-0.0297300835306295,-0.1928984666695912,0.1631683831389617,2.097902097902098,18.0,heat shock protein 105 kda,,,,heat shock protein 105 kda,,,heat shock protein,,,,,,
XP_027256943.1,ribonuclease T2 isoform X1 [Cricetulus griseus],False,True,False,True,False,True,6.712571742409969,29589.46580000001,-1.5556192125663064,-31.99055554550806,30.434936332941756,-0.0047386947591653,-0.0974489622407026,0.0927102674815373,3.861003861003861,10.0,ribonuclease t2 isoform x1,,,,ribonuclease t2 isoform x1,,,,,ribonuclease t2,,,,
XP_027283961.1,peptidyl-prolyl cis-trans isomerase FKBP10 isoform X1 [Cricetulus griseus],False,True,False,True,False,True,5.286340309797576,64717.75250000015,-13.718877314998124,-76.9862464760051,63.26736916100697,-0.0248017965511498,-0.1391802826494494,0.1143784860982995,1.549053356282272,9.0,peptidyl-prolyl cis-trans isomerase fkbp10 isoform x1,,,,peptidyl prolyl cis trans isomerase fkbp10 isoform x1,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,
XP_027268807.1,insulin-like growth factor 2 mRNA-binding protein 2 isoform X8 [Cricetulus griseus],False,True,False,True,False,True,8.75261219495389,61848.76360000003,7.084418740123237,-68.96306990469247,76.0474886448157,0.01320070303746,-0.1285018629979529,0.1417025660354129,0.5405405405405406,3.0,insulin-like growth factor 2 mrna-binding protein 2 isoform x8,,,,insulin like growth factor 2 mrna binding protein 2 isoform x8,,,insulin,,,,,,
XP_027267107.1,peptidyl-prolyl cis-trans isomerase B [Cricetulus griseus],False,True,False,True,False,True,10.169491438457692,23634.146,10.869761649183047,-24.991536117068037,35.86129776625108,0.0384627440186135,-0.0884327630472897,0.1268955070659032,0.4629629629629629,1.0,peptidyl-prolyl cis-trans isomerase b,,,,peptidyl prolyl cis trans isomerase b,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,
NP_001231051.1,calreticulin precursor [Cricetulus griseus],False,True,False,True,False,True,3.711817333229708,48242.06730000008,-54.3119257219301,-108.95476481434537,54.64283909241526,-0.1194331209456032,-0.2395939276816538,0.1201608067360504,0.7194244604316548,3.0,calreticulin precursor,,,,calreticulin precursor,calreticulin,,,,,,,,
XP_027269992.1,heat shock protein beta-8 [Cricetulus griseus],False,True,False,True,False,False,4.476908393595813,21574.1093,-6.383888908891737,-26.9876442578237,20.60375534893197,-0.0240054724308662,-0.101482209269472,0.0774767368386058,1.530612244897959,3.0,heat shock protein beta-8,,,,heat shock protein beta 8,,,heat shock protein,,,,,,
XP_027275742.1,elongation factor 1-alpha 2 [Cricetulus griseus],False,True,False,False,False,True,9.7500832053004,50511.64290000006,13.710643108932766,-53.97865196001717,67.68929506894993,0.0292399762992284,-0.115117466878478,0.1443574431777065,1.2958963282937366,6.0,elongation factor 1-alpha 2,,,,elongation factor 1 alpha 2,elongation factor 1 alpha,,,,,,,,
XP_027262994.1,kazal-type serine protease inhibitor domain-containing protein 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,False,4.060672449442946,33433.56600000003,-16.852302961259245,-40.98153906079173,24.129236099532488,-0.0473206800387199,-0.1150747349990154,0.0677540549602954,5.863192182410423,18.0,kazal-type serine protease inhibitor domain-containing protein 1 isoform x2,,,,kazal type serine protease inhibitor domain containing protein 1 isoform x2,serine protease,serine protease,,,,,,,
NP_001233689.1,serpin H1 precursor [Cricetulus griseus],False,True,False,True,False,True,9.390653466743167,46598.08350000005,8.76010697743623,-51.97930169681113,60.73940867424735,0.0197141274152809,-0.1169764911830065,0.1366906185982874,0.4796163069544364,2.0,serpin h1 precursor,,,,serpin h1 precursor,,,,,,,,,serpin h1
XP_027259953.1,plectin isoform X6 [Cricetulus griseus],False,False,False,True,False,False,5.210489361498338,517321.4860000004,-84.39414835610567,-780.52384905389,696.1297006977843,-0.038163849708929,-0.3529604297188509,0.3147965800099217,0.7042253521126761,32.0,plectin isoform x6,,,,plectin isoform x6,,,,,,,plectin,,
XP_027262121.1,insulin-degrading enzyme isoform X4 [Cricetulus griseus],False,False,False,True,False,True,7.032335246429026,117735.77150000076,0.4884561436660196,-133.95417403309145,134.44263017675746,0.0005925615577014,-0.1625040345073986,0.1630965960651,1.2745098039215683,13.0,insulin-degrading enzyme isoform x4,,,,insulin degrading enzyme isoform x4,,,insulin,,,,,,
XP_027267547.1,amyloid-like protein 2 isoform X6 [Cricetulus griseus],False,False,False,True,False,True,4.205097874162123,87689.73130000036,-56.35407058169788,-141.92525116233273,85.57118058063486,-0.0832031275817264,-0.2095434217552906,0.1263402941735642,2.442159383033419,19.0,amyloid-like protein 2 isoform x6,,,,amyloid like protein 2 isoform x6,,,,,amyloid like protein 2,,,,
XP_027288630.1,alpha-galactosidase A isoform X3 [Cricetulus griseus],False,False,False,True,False,False,4.346108561892711,47872.25760000002,-11.87007291031006,-49.99521743322799,38.12514452291793,-0.0262368061735262,-0.1105060465348598,0.0842692403613336,3.3175355450236967,14.0,alpha-galactosidase a isoform x3,,,,alpha galactosidase a isoform x3,,,,,alpha galactosidase a,,,,
XP_027265076.1,serpin B6 isoform X1 [Cricetulus griseus],False,False,False,True,True,True,5.631883801084289,43083.23700000012,-5.329441718687007,-54.97405962598363,49.64461790729662,-0.0126373598668025,-0.1303564259642134,0.117719066097411,2.1164021164021163,8.0,serpin b6 isoform x1,,,,serpin b6 isoform x1,,,,,,serpin b6,,,
XP_027253469.1,septin-2 isoform X1 [Cricetulus griseus],False,False,False,True,False,False,6.616575149874477,41609.14220000008,-2.754330142157084,-56.97248661714437,54.21815647498728,-0.0066845217286344,-0.1382673118584051,0.1315827901297706,1.10803324099723,4.0,septin-2 isoform x1,,,,septin 2 isoform x1,,,,,,,,,septin 2
XP_027275671.1,proteasome subunit alpha type-7 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,9.190437333045022,27854.50350000002,3.614004377829877,-37.986083342439336,41.600087720269215,0.0114614240119121,-0.1204687549385208,0.131930178950433,1.2096774193548387,3.0,proteasome subunit alpha type-7 isoform x2,,,,proteasome subunit alpha type 7 isoform x2,proteasome subunit alpha type 7,,,,,,,,proteasome subunit alpha type 7
XP_027284190.1,peptidyl-prolyl cis-trans isomerase FKBP4 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,4.977048213493887,51531.66660000007,-11.792587926384856,-77.95983987569699,66.16725194931213,-0.0248164611277108,-0.1640596065829715,0.1392431454552606,1.310043668122271,6.0,peptidyl-prolyl cis-trans isomerase fkbp4 isoform x2,,,,peptidyl prolyl cis trans isomerase fkbp4 isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,
XP_027254912.1,peptidyl-prolyl cis-trans isomerase H isoform X2 [Cricetulus griseus],False,False,False,True,False,False,9.833335593285463,21106.198100000005,4.608652536119272,-17.994341892134962,22.602994428254235,0.0175852067659916,-0.0686608982367745,0.0862461050027661,2.094240837696335,4.0,peptidyl-prolyl cis-trans isomerase h isoform x2,,,,peptidyl prolyl cis trans isomerase h isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,
XP_027261702.1,group XV phospholipase A2 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,6.548818081455353,47235.56230000006,-3.509437065176684,-46.99280516366039,43.4833680984837,-0.0078265720037914,-0.1048010169274864,0.0969744449236949,1.4563106796116505,6.0,group xv phospholipase a2 isoform x2,,,,group xv phospholipase a2 isoform x2,,,,,,lipase,,,
XP_027265128.1,phosphatidylinositol-glycan-specific phospholipase D [Cricetulus griseus],False,False,False,True,False,False,6.735743944089046,93604.69100000066,-3.8469775634457575,-85.99202368459721,82.14504612115145,-0.0054379444100042,-0.1215551265346495,0.1161171821246452,1.1890606420927468,10.0,phosphatidylinositol-glycan-specific phospholipase d,,,,phosphatidylinositol glycan specific phospholipase d,,,,,,lipase,,,
XP_027265895.1,dickkopf-related protein 3 isoform X1 [Cricetulus griseus],False,False,False,True,False,False,3.917285742628765,38385.38870000006,-33.265835633277284,-59.9649256959118,26.69909006263452,-0.0851924932254826,-0.153567810002801,0.0683753167773184,6.0344827586206895,21.0,dickkopf-related protein 3 isoform x1,,,,dickkopf related protein 3 isoform x1,,,,,dickkopf related protein 3,,,,
XP_027265340.1,histone H2B type 1 [Cricetulus griseus],False,False,False,True,False,False,10.791495782111085,13905.968599999982,18.603350007014235,-10.997598632932718,29.60094863994696,0.0937498353503469,-0.055421365544265,0.149171200894612,0.0,0.0,histone h2b type 1,,,,histone h2b type 1,histone h2b type 1 n,,,,,,,,histone h2b type 1 n
XP_027264803.1,ribonuclease inhibitor isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.161047430610908,50021.28840000004,-19.10524645272949,-60.96846000858784,41.86321355585834,-0.0410106117942185,-0.1308726297402102,0.0898620179459917,7.236842105263158,33.0,ribonuclease inhibitor isoform x2,,,,ribonuclease inhibitor isoform x2,,,,,,ribonuclease inhibitor,,,
XP_027279826.1,"heat shock protein 75 kDa, mitochondrial [Cricetulus griseus]",False,False,False,True,False,True,7.527695354690575,80293.11530000027,3.036921803894847,-95.96103415810114,98.99795596199598,0.0047551211930824,-0.1502529128837233,0.1550080340768057,0.708215297450425,5.0,"heat shock protein 75 kda, mitochondrial",,,,heat shock protein 75 kda mitochondrial,,,heat shock protein,,,,,,
XP_027281700.1,transforming growth factor beta receptor type 3 [Cricetulus griseus],False,False,False,True,False,False,5.909313204462807,93764.19710000049,-14.60473862146728,-93.96240302465864,79.35766440319135,-0.0206212956596217,-0.1326710832614244,0.1120497876018026,1.884570082449941,16.0,transforming growth factor beta receptor type 3,,,,transforming growth factor beta receptor type 3,,transforming growth factor,,,,,,,
XP_027288193.1,V-type proton ATPase subunit S1 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,5.677267537511878,51606.87010000013,-8.033672783294797,-40.99311197223344,32.95943918893864,-0.0168897275752326,-0.0861825608719997,0.0692928332967671,0.4319654427645789,2.0,v-type proton atpase subunit s1 isoform x2,,,,v type proton atpase subunit s1 isoform x2,,,v type proton atpase subunit s1,,,,,,
XP_027278164.1,catalase isoform X2 [Cricetulus griseus],False,False,False,True,False,True,7.9054119221351185,55554.85110000003,5.060789474317536,-56.99054377348682,62.05133324780435,0.0101294018095062,-0.1140691823189804,0.1241985841284867,1.2345679012345678,6.0,catalase isoform x2,,,,catalase isoform x2,catalase,,,,,,,,
XP_027280693.1,brain-specific serine protease 4 isoform X1 [Cricetulus griseus],False,False,False,True,False,False,7.645898587098376,40185.91950000003,1.6634134905981162,-31.987785729372163,33.65119921997027,0.0041317223774294,-0.0794538765312912,0.0835855989087207,3.252032520325204,12.0,brain-specific serine protease 4 isoform x1,,,,brain specific serine protease 4 isoform x1,serine protease,serine protease,,,,,,,
XP_027244842.1,peptidyl-prolyl cis-trans isomerase FKBP5 [Cricetulus griseus],False,False,False,True,False,False,6.566375893008376,51026.65570000006,-1.5840362751244936,-75.96256163944696,74.37852536432247,-0.0033554227039771,-0.1609095119726542,0.1575540892686771,2.4122807017543857,11.0,peptidyl-prolyl cis-trans isomerase fkbp5,,,,peptidyl prolyl cis trans isomerase fkbp5,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,
XP_027285515.1,peptidyl-prolyl cis-trans isomerase FKBP9 [Cricetulus griseus],False,False,False,True,False,True,4.418044633701549,63007.67980000005,-23.23891944451077,-76.98160877519497,53.74268933068418,-0.0427694624448888,-0.1416787916202158,0.098909329175327,1.4035087719298245,8.0,peptidyl-prolyl cis-trans isomerase fkbp9,,,,peptidyl prolyl cis trans isomerase fkbp9,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,
XP_027274424.1,activator of 90 kDa heat shock protein ATPase homolog 1 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,7.481467233355727,22734.7932,0.8796920396090467,-26.98390848847522,27.863600528084262,0.0031943574296347,-0.0979845726455048,0.1011789300751396,1.477832512315271,3.0,activator of 90 kda heat shock protein atpase homolog 1 isoform x2,,,,activator of 90 kda heat shock protein atpase homolog 1 isoform x2,,,heat shock protein,,,,,,
XP_027284541.1,sepiapterin reductase isoform X2 [Cricetulus griseus],False,False,False,True,False,False,6.788387649433088,28253.298200000005,-0.3863449164876184,-27.98928934524185,27.60294442875423,-0.0012136942270834,-0.087927749140134,0.0867140549130506,3.041825095057034,8.0,sepiapterin reductase isoform x2,,,,sepiapterin reductase isoform x2,,,,,,sepiapterin reductase,,,
XP_027270673.1,pyruvate kinase PKM isoform X1 [Cricetulus griseus],False,False,False,True,False,True,7.223209161151875,57977.25270000013,1.246006917181658,-67.97002377029835,69.21603068748001,0.0024239791773085,-0.1322287380819946,0.1346527172593031,1.694915254237288,9.0,pyruvate kinase pkm isoform x1,,,,pyruvate kinase pkm isoform x1,pyruvate kinase,pyruvate kinase,,pyruvate kinase,,,,,
XP_027263463.1,lysosomal Pro-X carboxypeptidase isoform X2 [Cricetulus griseus],False,False,False,True,False,False,6.4837611998815055,57289.600000000064,-3.777419389439051,-48.99541888990044,45.21799950046139,-0.0074072703896808,-0.0960767863340331,0.0886695159443523,2.1653543307086616,11.0,lysosomal pro-x carboxypeptidase isoform x2,,,,lysosomal pro x carboxypeptidase isoform x2,,,,,,carboxypeptidase,,,
XP_027284882.1,calcium/calmodulin-dependent protein kinase type 1 [Cricetulus griseus],False,False,False,True,False,False,4.651260733455222,41706.96730000008,-13.548817174548542,-58.98088679910528,45.43206962455673,-0.0328303738145696,-0.1429176094550088,0.1100872356404391,2.6737967914438503,10.0,calcium/calmodulin-dependent protein kinase type 1,,,,calcium/calmodulin dependent protein kinase type 1,calmodulin,,,,,,,,
XP_027275966.1,LOW QUALITY PROTEIN: peptidyl-prolyl cis-trans isomerase D-like [Cricetulus griseus],False,False,False,True,False,False,6.909470052219363,40861.27370000003,-0.3341259892695637,-52.977726002362544,52.64360001309298,-0.0008207593593403,-0.1301364331103537,0.1293156737510133,2.1621621621621623,8.0,low quality protein: peptidyl-prolyl cis-trans isomerase d-like,,,,low quality protein: peptidyl prolyl cis trans isomerase d like,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,
XP_027250245.1,peptidyl-prolyl cis-trans isomerase-like 1 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,9.5300963382469,16138.286799999987,3.8672309579629554,-14.998188384602685,18.86541934256564,0.0176471811220739,-0.0684406361562346,0.0860878172783085,1.3605442176870748,2.0,peptidyl-prolyl cis-trans isomerase-like 1 isoform x2,,,,peptidyl prolyl cis trans isomerase like 1 isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,,
XP_027251268.1,glutathione S-transferase Mu 2 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,6.78853412830356,25550.15090000001,-0.3921407924430687,-32.99380035356775,32.60165956112468,-0.0013173258943566,-0.1108366902820925,0.1095193643877359,1.851851851851852,4.0,glutathione s-transferase mu 2 isoform x2,,,,glutathione s transferase mu 2 isoform x2,,glutathione s transferase,,,,glutathione s transferase,,,
XP_027288514.1,peroxiredoxin-4 isoform X6 [Cricetulus griseus],False,False,False,True,False,False,6.90778555717232,31473.44370000004,-0.3376905084773705,-35.98788183414401,35.65019132566664,-0.0009871948113016,-0.1052059484188431,0.1042187536075415,1.090909090909091,3.0,peroxiredoxin-4 isoform x6,,,,peroxiredoxin 4 isoform x6,,peroxiredoxin,,,,,,,
XP_027279882.1,60S ribosomal protein L23 [Cricetulus griseus],False,False,False,True,False,False,11.160133300143826,14865.275799999985,17.080374659903114,-9.998046913054226,27.078421572957343,0.0823307866175512,-0.0481925650567435,0.1305233516742948,1.4285714285714286,2.0,60s ribosomal protein l23,,,,60s ribosomal protein l23,,,,,,,,,60s ribosomal protein l23a
