accn,name,cq_g12,cq_eluate,hq_g12,hq_eluate,xq_g12,xq_eluate,pI_mean,mass_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,cysteine_cont_percent_mean,cysteine_num_mean,desc_lower,desc_lower_2
XP_027262994.1,kazal-type serine protease inhibitor domain-containing protein 1 isoform X2 [Cricetulus griseus],False,True,False,True,False,False,4.060672449442946,33433.56600000003,-16.852302961259245,-40.98153906079173,24.129236099532488,-0.04732068003871997,-0.11507473499901541,0.06775405496029543,5.863192182410423,18.0,kazal-type serine protease inhibitor domain-containing protein 1 isoform x2,kazal type serine protease inhibitor domain containing protein 1 isoform x2
XP_027262061.1,ATPase ASNA1 [Cricetulus griseus],False,True,False,True,False,True,4.274146582936623,38822.4007,-16.58768461914231,-51.97351524109027,35.38583062194796,-0.042161012367431944,-0.13210137937695018,0.08994036700951823,2.2988505747126435,8.0,atpase asna1,atpase asna1
XP_027254605.1,elongin-C [Cricetulus griseus],False,True,False,True,False,False,4.227206560048609,12473.035899999986,-7.387405432336547,-17.99200170114625,10.604596268809702,-0.040027396119394654,-0.09748659196640591,0.05745919584701126,2.6785714285714284,3.0,elongin-c,elongin c
XP_027253564.1,ras-related protein Rab-31 isoform X8 [Cricetulus griseus],False,True,False,True,False,False,7.264857709482999,20475.435400000002,0.9212419002352025,-21.99097039159103,22.912212291826233,0.0035870032621049164,-0.08562537430326427,0.08921237756536919,2.1739130434782608,4.0,ras-related protein rab-31 isoform x8,ras related protein rab 31 isoform x8
XP_027270205.1,protein ABHD14A isoform X2 [Cricetulus griseus],False,True,False,True,False,False,9.780643645001252,27075.956700000024,8.751003169138361,-16.995670763134484,25.746673932272845,0.028282349628104258,-0.05492827432428496,0.0832106239523892,0.4132231404958678,1.0,protein abhd14a isoform x2,protein abhd14a isoform x2
XP_027267515.1,vacuolar protein sorting-associated protein 26B [Cricetulus griseus],False,True,False,True,False,True,7.389220512085542,39093.06420000007,1.7116604544409695,-50.98247711190125,52.694137566342214,0.004330433044405158,-0.1289836445062421,0.13331407755064728,0.2976190476190476,1.0,vacuolar protein sorting-associated protein 26b,vacuolar protein sorting associated protein 26b
XP_027251386.1,RNA 3'-terminal phosphate cyclase isoform X3 [Cricetulus griseus],False,True,False,True,False,False,6.818791276694154,33412.374900000024,-0.5979322289489625,-37.98423679834874,37.386304569399776,-0.0016796827104433988,-0.10670350707089947,0.10502382436045607,2.26537216828479,7.0,rna 3'-terminal phosphate cyclase isoform x3,rna 3' terminal phosphate cyclase isoform x3
XP_027250030.1,macrophage migration inhibitory factor [Cricetulus griseus],False,True,False,True,False,True,7.403219486449897,12375.015099999986,0.6036652406379338,-8.0016919488495,8.605357189487433,0.003288106413255618,-0.043584445223488255,0.04687255163674387,2.608695652173913,3.0,macrophage migration inhibitory factor,macrophage migration inhibitory factor
XP_027282529.1,unconventional myosin-Ic isoform X5 [Cricetulus griseus],False,True,False,True,False,True,10.078323475411647,119893.98880000069,41.872218810961435,-122.95388840438521,164.82610721534664,0.05018507238660566,-0.1473638122127263,0.19754888459933193,1.3409961685823755,14.0,unconventional myosin-ic isoform x5,unconventional myosin ic isoform x5
XP_027261420.1,nuclear pore complex protein Nup93 [Cricetulus griseus],False,True,False,True,False,True,5.241784027582911,93339.01610000059,-14.955395354786578,-114.95556407951575,100.00016872472916,-0.02118048686706673,-0.1628051119693838,0.14162462510231708,1.098901098901099,9.0,nuclear pore complex protein nup93,nuclear pore complex protein nup93
XP_027269607.1,beta-glucuronidase isoform X4 [Cricetulus griseus],False,True,False,True,False,True,6.794165305694393,75463.92800000019,-2.627968113803999,-73.98842922608037,71.36046111227635,-0.004288519010802402,-0.1207399677525611,0.11645144874175865,1.2213740458015268,8.0,beta-glucuronidase isoform x4,beta glucuronidase isoform x4
XP_027248773.1,arfaptin-1 isoform X4 [Cricetulus griseus],False,True,False,False,False,False,6.745494441556237,38434.09810000005,-1.7598978210857723,-48.97688942724352,47.21699160615775,-0.004503220129306475,-0.12532188613286052,0.12081866600355404,0.2932551319648094,1.0,arfaptin-1 isoform x4,arfaptin 1 isoform x4
XP_027277744.1,COP9 signalosome complex subunit 2 isoform X3 [Cricetulus griseus],False,True,False,True,False,False,6.691313665367173,50942.54980000004,-2.026432658591375,-63.97891356253044,61.95248090393906,-0.004297262760047162,-0.13567398922185359,0.1313767264618064,1.141552511415525,5.0,cop9 signalosome complex subunit 2 isoform x3,cop9 signalosome complex subunit 2 isoform x3
XP_027258667.1,receptor-type tyrosine-protein phosphatase kappa isoform X10 [Cricetulus griseus],False,True,False,True,False,False,5.893568895201052,162069.34289999987,-23.68019153591464,-168.96115493193324,145.28096339601862,-0.02321479303482494,-0.16564047789566666,0.1424256848608417,2.433936022253129,35.0,receptor-type tyrosine-protein phosphatase kappa isoform x10,receptor type tyrosine protein phosphatase kappa isoform x10
NP_001233689.1,serpin H1 precursor [Cricetulus griseus],False,True,False,True,False,True,9.390653466743167,46598.08350000005,8.76010697743623,-51.97930169681113,60.73940867424735,0.019714127415280936,-0.11697649118300653,0.13669061859828746,0.4796163069544364,2.0,serpin h1 precursor,serpin h1 precursor
XP_027254967.1,adenylyl cyclase-associated protein 1 [Cricetulus griseus],False,True,False,True,False,True,7.3912290962119735,51578.27309999998,1.7138445199529206,-53.97680541592657,55.690649935879485,0.003604461641460189,-0.11352098885586914,0.11712545049732932,1.2658227848101267,6.0,adenylyl cyclase-associated protein 1,adenylyl cyclase associated protein 1
XP_027288313.1,prefoldin subunit 3 [Cricetulus griseus],False,True,False,True,False,True,5.191817702662574,22407.28650000001,-1.9116078131431244,-32.98850754474501,31.076899731601884,-0.007008947469685532,-0.12095300871587894,0.11394406124619341,1.530612244897959,3.0,prefoldin subunit 3,prefoldin subunit 3
NP_001233685.1,fragile X mental retardation syndrome-related protein 1 [Cricetulus griseus],False,True,False,True,False,True,5.998923101533383,69704.98480000025,-6.994020466824798,-102.94690229504155,95.95288182821676,-0.012033663430190805,-0.17712678698546627,0.16509312355527547,0.966183574879227,6.0,fragile x mental retardation syndrome-related protein 1,fragile x mental retardation syndrome related protein 1
XP_027268723.1,"dynamin-like 120 kDa protein, mitochondrial isoform X8 [Cricetulus griseus]",False,True,False,True,False,False,7.7369711729848945,111388.98200000066,6.460779503190187,-145.93212101662166,152.39290051981186,0.008132741138106357,-0.18369736397550254,0.1918301051136089,1.0416666666666665,10.0,"dynamin-like 120 kda protein, mitochondrial isoform x8",dynamin like 120 kda protein mitochondrial isoform x8
XP_027276324.1,kallikrein-4 [Cricetulus griseus],False,True,False,False,False,True,6.253081463637634,28767.327700000016,-3.8196490106200303,-20.996035031939034,17.176386021319004,-0.011855975587232294,-0.06517051123682578,0.05331453564959349,4.545454545454546,12.0,kallikrein-4,kallikrein 4
XP_027275709.1,glucose-induced degradation protein 8 homolog [Cricetulus griseus],False,True,False,False,False,False,4.416655387842033,26808.37300000001,-12.84896760944615,-43.97442910528999,31.125461495843844,-0.04180242235760855,-0.14306500835465047,0.10126258599704191,0.43859649122807015,1.0,glucose-induced degradation protein 8 homolog,glucose induced degradation protein 8 homolog
XP_027283803.1,116 kDa U5 small nuclear ribonucleoprotein component isoform X2 [Cricetulus griseus],False,True,False,True,False,True,4.305919272347505,109359.39490000064,-49.59045004031356,-156.94264800016074,107.35219795984722,-0.06319375616628005,-0.199994059778647,0.13680030361236697,1.7507723995880538,17.0,116 kda u5 small nuclear ribonucleoprotein component isoform x2,116 kda u5 small nuclear ribonucleoprotein component isoform x2
XP_027253506.1,peptidyl-glycine alpha-amidating monooxygenase isoform X6 [Cricetulus griseus],False,False,True,False,False,True,6.904871249865053,89847.95920000052,-1.5173628502061423,-98.9695010474223,97.45213819721616,-0.002204266778115659,-0.1437725875362497,0.14156832075813403,1.8703241895261846,15.0,peptidyl-glycine alpha-amidating monooxygenase isoform x6,peptidyl glycine alpha amidating monooxygenase isoform x6
XP_027259953.1,plectin isoform X6 [Cricetulus griseus],False,False,False,True,False,False,5.210489361498338,517321.4860000004,-84.39414835610567,-780.52384905389,696.1297006977843,-0.03816384970892908,-0.3529604297188509,0.3147965800099217,0.7042253521126761,32.0,plectin isoform x6,plectin isoform x6
XP_027270015.1,eIF-2-alpha kinase activator GCN1 isoform X3 [Cricetulus griseus],False,False,False,True,False,False,7.219461962605225,293149.1123000018,4.230141141893175,-299.85680378494783,304.08694492684094,0.0027934612765051436,-0.19801664809107825,0.20081010936758334,1.721556886227545,46.0,eif-2-alpha kinase activator gcn1 isoform x3,eif 2 alpha kinase activator gcn1 isoform x3
XP_027262121.1,insulin-degrading enzyme isoform X4 [Cricetulus griseus],False,False,False,True,False,True,7.032335246429026,117735.77150000076,0.48845614366601964,-133.95417403309145,134.44263017675746,0.0005925615577014047,-0.16250403450739864,0.16309659606510005,1.2745098039215685,13.0,insulin-degrading enzyme isoform x4,insulin degrading enzyme isoform x4
XP_027260883.1,"ATP-dependent 6-phosphofructokinase, platelet type isoform X1 [Cricetulus griseus]",False,False,False,True,False,True,7.203347695443563,86281.61340000057,1.5589580823955251,-92.96307678764555,94.52203487004107,0.002326675334551517,-0.13874324154596293,0.14106991688051446,2.1437578814627996,17.0,"atp-dependent 6-phosphofructokinase, platelet type isoform x1",atp dependent 6 phosphofructokinase platelet type isoform x1
XP_027276426.1,nucleobindin-1 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,4.884859807151053,56288.39550000013,-18.205698868529883,-93.94619241240679,75.7404935438769,-0.036122263946839143,-0.18640037845443752,0.15027811450759834,0.2066115702479339,1.0,nucleobindin-1 isoform x2,nucleobindin 1 isoform x2
XP_027288948.1,probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform X2 [Cricetulus griseus],False,False,False,True,False,False,5.503207164260291,290115.0290000011,-52.50809638635899,-335.88736281742956,283.3792664310705,-0.0349161466112758,-0.2233539818071739,0.18843783519589807,2.3501762632197414,60.0,probable ubiquitin carboxyl-terminal hydrolase faf-x isoform x2,probable ubiquitin carboxyl terminal hydrolase faf x isoform x2
XP_027277706.1,U5 small nuclear ribonucleoprotein 200 kDa helicase isoform X2 [Cricetulus griseus],False,False,False,True,False,True,5.932968484798187,244517.70920000033,-33.172422074402995,-308.8845140397617,275.71209196535864,-0.024722012586063134,-0.2301986519586515,0.2054766393725883,1.357677902621723,29.0,u5 small nuclear ribonucleoprotein 200 kda helicase isoform x2,u5 small nuclear ribonucleoprotein 200 kda helicase isoform x2
XP_027290294.1,LOW QUALITY PROTEIN: glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1-like [Cricetulus griseus],False,False,False,True,False,True,7.1466592705070955,72456.55420000028,1.3373843821342772,-80.97292312524466,82.31030750737892,0.0022424252884078156,-0.13576929184905043,0.1380117171374582,2.1638330757341575,14.0,low quality protein: glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1-like,low quality protein: glutamine  fructose 6 phosphate aminotransferase [isomerizing] 1 like
XP_027267063.1,talin-2 isoform X1 [Cricetulus griseus],False,False,False,True,False,True,5.017709378472152,271907.4483000006,-44.11297012155273,-319.8409335760243,275.7279634544716,-0.030628971692283034,-0.22207525073781192,0.19144627904552888,1.5723270440251573,40.0,talin-2 isoform x1,talin 2 isoform x1
XP_027262344.1,retinal dehydrogenase 1 isoform X1 [Cricetulus griseus],False,False,False,True,False,False,8.223289472143193,54452.04980000002,2.9246376012098114,-55.980793379942746,58.905430981152556,0.005932568436515296,-0.11355591124163604,0.11948847967815136,2.208835341365462,11.0,retinal dehydrogenase 1 isoform x1,retinal dehydrogenase 1 isoform x1
XP_027261221.1,cullin-2 [Cricetulus griseus],False,False,False,True,False,True,6.986884791197396,86918.96530000042,-0.14308108068523762,-100.97155710501332,100.82847602432807,-0.00021249694925526048,-0.14995796609594933,0.14974546914669407,1.476510067114094,11.0,cullin-2,cullin 2
XP_027262494.1,triokinase/FMN cyclase [Cricetulus griseus],False,False,False,True,False,True,6.949199180291195,59331.86700000019,-0.27738519083846014,-53.97126578365477,53.693880592816306,-0.0005313794817693396,-0.10339132797920557,0.10285994849743622,1.0380622837370241,6.0,triokinase/fmn cyclase,triokinase/fmn cyclase
XP_027245094.1,26S proteasome regulatory subunit 10B isoform X1 [Cricetulus griseus],False,False,False,True,False,True,8.267770758274711,45796.48600000007,2.930553437748192,-61.977040306637555,64.90759374438575,0.006671780160108286,-0.14109866845416855,0.14777044861427685,1.240694789081886,5.0,26s proteasome regulatory subunit 10b isoform x1,26s proteasome regulatory subunit 10b isoform x1
XP_027257702.1,prolyl endopeptidase isoform X3 [Cricetulus griseus],False,False,False,True,False,True,5.4521992029695046,80543.30280000035,-16.418518434838038,-93.98854414654335,77.57002571170531,-0.0256543605918736,-0.1468595362371038,0.1212051756452302,2.3943661971830985,17.0,prolyl endopeptidase isoform x3,prolyl endopeptidase isoform x3
XP_027270859.1,WD repeat-containing protein 61 [Cricetulus griseus],False,False,False,True,False,False,5.001142779070467,33576.150800000025,-11.511511311617364,-38.99355756674562,27.482046255128264,-0.0322323467381571,-0.10918235095484147,0.07695000421668438,0.9836065573770493,3.0,wd repeat-containing protein 61,wd repeat containing protein 61
XP_027270470.1,tyrosine-protein phosphatase non-receptor type 23 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,6.824260827446563,169240.39190000008,-4.297889205190793,-162.9327976259347,158.63490842074395,-0.004093543285374728,-0.15518605246580713,0.15109250918043246,0.9671179883945842,15.0,tyrosine-protein phosphatase non-receptor type 23 isoform x2,tyrosine protein phosphatase non receptor type 23 isoform x2
XP_027265728.1,"isoleucine--tRNA ligase, cytoplasmic isoform X1 [Cricetulus griseus]",False,False,False,True,False,True,6.463398118862635,144044.69060000055,-7.602949476528546,-162.94874007415387,155.34579059762535,-0.008063014745034904,-0.17280899971239333,0.16474598496735843,1.9017432646592711,24.0,"isoleucine--trna ligase, cytoplasmic isoform x1",isoleucine  trna ligase cytoplasmic isoform x1
XP_027283355.1,heat shock 70 kDa protein 4 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,4.588002879057733,93975.4107000005,-25.775501090379727,-138.93191015210365,113.15640906172392,-0.036339405233236935,-0.19587215647688427,0.15953275124364732,1.7857142857142856,15.0,heat shock 70 kda protein 4 isoform x2,heat shock 70 kda protein 4 isoform x2
XP_027252235.1,"ATP-dependent 6-phosphofructokinase, muscle type isoform X2 [Cricetulus griseus]",False,False,False,True,False,True,9.133967937043248,85210.68750000048,9.085189595249933,-88.96158510451393,98.04677469976386,0.013672611326218118,-0.13388132007000045,0.14755393139621859,1.9230769230769231,15.0,"atp-dependent 6-phosphofructokinase, muscle type isoform x2",atp dependent 6 phosphofructokinase muscle type isoform x2
XP_027254501.1,serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.479484366439913,65321.87310000011,-21.26679438966221,-83.95959708887489,62.692802699212656,-0.038209949651208226,-0.15084981397389596,0.1126398643226877,2.3769100169779285,14.0,serine/threonine-protein phosphatase 2a 65 kda regulatory subunit a alpha isoform isoform x2,serine/threonine protein phosphatase 2a 65 kda regulatory subunit a alpha isoform isoform x2
XP_027252797.1,nucleolar protein 58 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,9.623192031835309,56823.553100000034,13.978638344117183,-67.97067887831095,81.94931722242814,0.0275608620784296,-0.13401380447980005,0.16157466655822966,1.9762845849802373,10.0,nucleolar protein 58 isoform x2,nucleolar protein 58 isoform x2
XP_027266345.1,DNA replication licensing factor MCM5 [Cricetulus griseus],False,False,False,True,False,False,9.496139373620139,82346.7945000004,12.51195049790056,-98.96209353047624,111.47404402837681,0.019263745778878096,-0.15236478212062393,0.17162852789950203,1.9073569482288828,14.0,dna replication licensing factor mcm5,dna replication licensing factor mcm5
NP_001233628.1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 [Cricetulus griseus]",False,False,False,True,False,True,9.932008707280817,38325.21860000001,13.916165405108961,-31.99260623188043,45.908771636989385,0.03567604265445809,-0.08201753509891622,0.1176935777533743,1.4970059880239521,5.0,"cmp-n-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4",cmp n acetylneuraminate beta galactosamide alpha 23 sialyltransferase 4
XP_027244084.1,GTP-binding protein SAR1a [Cricetulus griseus],False,False,False,True,False,False,6.698986178918479,22384.574500000002,-0.8649398699834433,-23.991716233156843,23.1267763631734,-0.0031734637411237683,-0.0880255890559319,0.08485212531480812,1.0101010101010102,2.0,gtp-binding protein sar1a,gtp binding protein sar1a
XP_027244680.1,"V-type proton ATPase subunit B, brain isoform isoform X2 [Cricetulus griseus]",False,False,False,True,False,True,5.37621542772969,56594.16830000002,-7.070604091443734,-62.980510597562656,55.90990650611892,-0.013978339528824164,-0.12451028928303064,0.11053194975420647,1.1741682974559686,6.0,"v-type proton atpase subunit b, brain isoform isoform x2",v type proton atpase subunit b brain isoform isoform x2
XP_027270884.1,cullin-5 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,8.766640524320332,90964.22590000043,6.522642150899965,-113.94464359047731,120.46728574137727,0.009397737719511502,-0.16416995601372614,0.17356769373323763,1.282051282051282,10.0,cullin-5 isoform x2,cullin 5 isoform x2
XP_027248794.1,40S ribosomal protein S3a [Cricetulus griseus],False,False,False,True,True,True,10.41061934157334,29944.585300000035,21.132460779300025,-32.98758427269971,54.12004505199973,0.06386330487943791,-0.09969005378243286,0.16355335866187073,1.5151515151515151,4.0,40s ribosomal protein s3a,40s ribosomal protein s3a
XP_027269313.1,carbohydrate sulfotransferase 12 [Cricetulus griseus],False,False,False,True,False,True,8.735370777098467,49190.53750000011,6.014801909869168,-52.9899753624005,59.004777272269656,0.013056110080998396,-0.11502339759281324,0.12807950767381163,1.1933174224343674,5.0,carbohydrate sulfotransferase 12,carbohydrate sulfotransferase 12
XP_027261280.1,ras-related protein Rab-18 [Cricetulus griseus],False,False,False,True,False,True,4.723281278849078,23015.843900000007,-5.383985186463437,-32.986188694339944,27.602203507876503,-0.01939096579425961,-0.11880308628320976,0.09941212048895012,2.4271844660194173,5.0,ras-related protein rab-18,ras related protein rab 18
XP_027248528.1,"ATP synthase subunit beta, mitochondrial [Cricetulus griseus]",False,False,False,True,False,True,4.7255743302347355,56369.88800000014,-13.54132355865968,-64.97456805194597,51.433244493286274,-0.026841689832199495,-0.12879296437135693,0.1019512745391574,0.0,0.0,"atp synthase subunit beta, mitochondrial",atp synthase subunit beta mitochondrial
XP_027243402.1,"RNA transcription, translation and transport factor protein isoform X2 [Cricetulus griseus]",False,False,False,True,False,False,6.9077432903099645,28107.79850000002,-0.3374707157652531,-38.98590322635053,38.64843251058527,-0.0010638124235581904,-0.12289566548547107,0.12183185306191285,0.819672131147541,2.0,"rna transcription, translation and transport factor protein isoform x2",rna transcription translation and transport factor protein isoform x2
XP_027285961.1,"N-acylneuraminate cytidylyltransferase, partial [Cricetulus griseus]",False,False,False,True,False,False,6.643045108059882,42648.25180000002,-1.8077095731211403,-55.97755125749238,54.169841684371235,-0.004315601695548908,-0.13363696177279755,0.12932136007724865,2.9023746701846966,11.0,"n-acylneuraminate cytidylyltransferase, partial",n acylneuraminate cytidylyltransferase partial
XP_027288659.1,sushi repeat-containing protein SRPX2 isoform X4 [Cricetulus griseus],False,False,False,True,False,False,7.3491576704563295,50096.99180000007,1.4468198661813236,-55.989328311215864,57.43614817739718,0.003102560202703853,-0.12006350331156437,0.1231660635142682,5.0113895216400905,22.0,sushi repeat-containing protein srpx2 isoform x4,sushi repeat containing protein srpx2 isoform x4
XP_027268591.1,uridine 5'-monophosphate synthase isoform X1 [Cricetulus griseus],False,False,False,True,False,False,6.949164869216632,52190.9679000001,-0.2786791557259105,-56.97178882796448,56.69310967223857,-0.0005815063188934958,-0.11888027691138496,0.11829877059249147,1.875,9.0,uridine 5'-monophosphate synthase isoform x1,uridine 5' monophosphate synthase isoform x1
XP_027251265.1,glutathione S-transferase Mu 6 [Cricetulus griseus],False,False,False,True,False,False,6.940850547209635,25559.053100000012,-0.1323091664301833,-31.99586969491444,31.86356052848426,-0.00044436544464615714,-0.10745936390827171,0.10701499846362558,1.3761467889908259,3.0,glutathione s-transferase mu 6,glutathione s transferase mu 6
XP_027251628.1,rap1 GTPase-GDP dissociation stimulator 1 isoform X4 [Cricetulus griseus],False,False,False,True,False,False,4.621431503052296,66087.62820000022,-21.214150064592655,-81.9530647915882,60.73891472699554,-0.03782036468809503,-0.14610506611330795,0.10828470142521292,2.31023102310231,14.0,rap1 gtpase-gdp dissociation stimulator 1 isoform x4,rap1 gtpase gdp dissociation stimulator 1 isoform x4
XP_027267547.1,amyloid-like protein 2 isoform X6 [Cricetulus griseus],False,False,False,True,False,True,4.205097874162123,87689.73130000036,-56.35407058169788,-141.92525116233273,85.57118058063486,-0.08320312758172643,-0.20954342175529067,0.12634029417356427,2.442159383033419,19.0,amyloid-like protein 2 isoform x6,amyloid like protein 2 isoform x6
XP_027288630.1,alpha-galactosidase A isoform X3 [Cricetulus griseus],False,False,False,True,False,False,4.346108561892711,47872.25760000002,-11.87007291031006,-49.99521743322799,38.12514452291793,-0.026236806173526236,-0.11050604653485983,0.0842692403613336,3.3175355450236967,14.0,alpha-galactosidase a isoform x3,alpha galactosidase a isoform x3
XP_027255831.1,cadherin-9 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.167741199262759,88647.51790000059,-38.96932083731848,-123.96815771879221,84.99883688147374,-0.05712049598162087,-0.18171018900704233,0.12458969302542144,1.015228426395939,8.0,cadherin-9 isoform x2,cadherin 9 isoform x2
XP_027268263.1,"type 2 lactosamine alpha-2,3-sialyltransferase isoform X2 [Cricetulus griseus]",False,False,False,True,False,True,10.004912175350476,37905.70780000002,16.430516012964862,-24.00234453196961,40.432860544934464,0.042432144586269344,-0.06198654703153199,0.10441869161780132,2.4242424242424243,8.0,"type 2 lactosamine alpha-2,3-sialyltransferase isoform x2",type 2 lactosamine alpha 23 sialyltransferase isoform x2
XP_027265076.1,serpin B6 isoform X1 [Cricetulus griseus],False,False,False,True,True,True,5.631883801084289,43083.23700000012,-5.329441718687007,-54.97405962598363,49.64461790729662,-0.012637359866802507,-0.13035642596421348,0.117719066097411,2.1164021164021163,8.0,serpin b6 isoform x1,serpin b6 isoform x1
XP_027266860.1,unconventional myosin-VI isoform X5 [Cricetulus griseus],False,False,False,True,False,False,9.437104425056152,144826.92520000058,23.727719421064258,-185.91909286312983,209.6468122841941,0.025072827391493725,-0.1964587173937201,0.22153154478521386,1.9952114924181963,25.0,unconventional myosin-vi isoform x5,unconventional myosin vi isoform x5
XP_027266769.1,pro-cathepsin H [Cricetulus griseus],False,False,False,True,False,False,9.538313504376834,37404.15939999999,9.172196511761177,-28.998546091887807,38.17074260364898,0.023898662948729388,-0.0755573082374083,0.09945597118613769,3.003003003003003,10.0,pro-cathepsin h,pro cathepsin h
XP_027267023.1,disintegrin and metalloproteinase domain-containing protein 10 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,9.052510588884221,84067.24430000049,12.161533877940807,-86.97840277239244,99.13993665033325,0.01846789226757836,-0.1320810177505802,0.1505489100181586,4.806408544726302,36.0,disintegrin and metalloproteinase domain-containing protein 10 isoform x2,disintegrin and metalloproteinase domain containing protein 10 isoform x2
XP_027282894.1,myosin-10 [Cricetulus griseus],False,False,False,True,False,True,5.0229080183887875,229035.433600001,-48.08437415089856,-387.7577024277582,339.6733282768596,-0.03743251751410653,-0.30185995437533475,0.2644274368612282,0.8603238866396761,17.0,myosin-10,myosin 10
XP_027246900.1,long-chain-fatty-acid--CoA ligase 1 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,8.560266697010245,77854.49380000043,5.235530765760635,-79.975894398053,85.21142516381363,0.00836793783801497,-0.12782530421542249,0.13619324205343747,2.4355300859598854,17.0,long-chain-fatty-acid--coa ligase 1 isoform x2,long chain fatty acid  coa ligase 1 isoform x2
XP_027249639.1,olfactomedin-like protein 3 [Cricetulus griseus],False,False,False,True,False,True,6.666906176902159,47139.11830000004,-1.336001008405745,-56.98451049431691,55.64850948591116,-0.0029835455232820364,-0.1272573000409768,0.12427375451769473,1.674641148325359,7.0,olfactomedin-like protein 3,olfactomedin like protein 3
XP_027257450.1,transportin-1 isoform X3 [Cricetulus griseus],False,False,False,True,False,True,4.266995805826818,101310.7122000006,-41.90349357560704,-126.95015130044501,85.04665772483797,-0.05619014762289831,-0.17023276900410428,0.11404262138120597,2.9213483146067416,26.0,transportin-1 isoform x3,transportin 1 isoform x3
XP_027276127.1,26S proteasome non-ATPase regulatory subunit 14 isoform X1 [Cricetulus griseus],False,False,False,True,False,False,6.548064368452697,34576.67530000006,-3.0272227230108584,-37.98516007039404,34.95793734738318,-0.00831194013142804,-0.10429704229816383,0.09598510216673581,0.967741935483871,3.0,26s proteasome non-atpase regulatory subunit 14 isoform x1,26s proteasome non atpase regulatory subunit 14 isoform x1
XP_027275871.1,nck-associated protein 1 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,6.662578551894525,128810.56990000076,-5.7704539722267505,-133.95396989080965,128.1835159185829,-0.006593092461613088,-0.1530505075234901,0.146457415061877,2.039007092198582,23.0,nck-associated protein 1 isoform x2,nck associated protein 1 isoform x2
XP_027258506.1,inositol monophosphatase 2 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,6.204300597070426,31662.73470000003,-4.545112833308598,-38.981491008405804,34.436378175097204,-0.013234043993285016,-0.11350274148277893,0.10026869748949391,2.768166089965398,8.0,inositol monophosphatase 2 isoform x2,inositol monophosphatase 2 isoform x2
XP_027272646.1,receptor-type tyrosine-protein phosphatase S isoform X5 [Cricetulus griseus],False,False,False,True,False,True,7.231982340282422,207031.05879999918,2.9860965665951813,-209.93171470951714,212.91781127611233,0.0024865299744619134,-0.17481065651222388,0.1772971864866858,1.1272141706924315,21.0,receptor-type tyrosine-protein phosphatase s isoform x5,receptor type tyrosine protein phosphatase s isoform x5
XP_027246444.1,protein arginine N-methyltransferase 5 isoform X1 [Cricetulus griseus],False,False,False,True,False,True,6.308157209181948,72776.0518000002,-6.70587393147359,-77.9711873042733,71.2653133727997,-0.011210971371879376,-0.13035329289400546,0.11914232152212605,1.8838304552590266,12.0,protein arginine n-methyltransferase 5 isoform x1,protein arginine n methyltransferase 5 isoform x1
XP_027285732.1,deoxyribose-phosphate aldolase [Cricetulus griseus],False,False,False,True,False,True,9.71165481504511,35094.13040000004,7.659645457081886,-33.98875705380338,41.64840251088527,0.020824081929120344,-0.09240436329895288,0.11322844522807322,2.20125786163522,7.0,deoxyribose-phosphate aldolase,deoxyribose phosphate aldolase
XP_027254945.1,CTP synthase 1 isoform X1 [Cricetulus griseus],False,False,False,True,False,True,6.60379190257674,66712.69340000021,-3.7084845509627558,-79.97103121437745,76.26254666341468,-0.006570085336225011,-0.14167957080149388,0.13510948546526882,2.030456852791878,12.0,ctp synthase 1 isoform x1,ctp synthase 1 isoform x1
XP_027268427.1,brother of CDO isoform X5 [Cricetulus griseus],False,False,False,True,False,True,6.676992756538296,116880.94180000068,-3.656761759423425,-106.96710624252823,103.3103444831048,-0.004457736409590869,-0.1303971096550399,0.12593937324544902,2.3342670401493932,25.0,brother of cdo isoform x5,brother of cdo isoform x5
XP_027272871.1,UDP-N-acetylhexosamine pyrophosphorylase isoform X6 [Cricetulus griseus],False,False,False,True,False,False,6.841332276259385,61661.66810000012,-1.4493832207101867,-67.97416782421038,66.5247846035002,-0.0027061585390532514,-0.12691527821219853,0.12420911967314528,1.2727272727272727,7.0,udp-n-acetylhexosamine pyrophosphorylase isoform x6,udp n acetylhexosamine pyrophosphorylase isoform x6
