accn,name,cq_g12,cq_eluate,hq_g12,hq_eluate,xq_g12,xq_eluate,pI,mass,desc_lower_2
XP_027244084.1,GTP-binding protein SAR1a [Cricetulus griseus],False,False,False,True,False,False,6.698986178918479,22384.574500000002,gtp binding protein sar1a
XP_027244680.1,"V-type proton ATPase subunit B, brain isoform isoform X2 [Cricetulus griseus]",False,False,False,True,False,True,5.37621542772969,56594.16830000002,v type proton atpase subunit b brain isoform isoform x2
XP_027270884.1,cullin-5 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,8.766640524320332,90964.22590000043,cullin 5 isoform x2
XP_027248794.1,40S ribosomal protein S3a [Cricetulus griseus],False,False,False,True,True,True,10.41061934157334,29944.585300000035,40s ribosomal protein s3a
XP_027269313.1,carbohydrate sulfotransferase 12 [Cricetulus griseus],False,False,False,True,False,True,8.735370777098467,49190.53750000011,carbohydrate sulfotransferase 12
XP_027261280.1,ras-related protein Rab-18 [Cricetulus griseus],False,False,False,True,False,True,4.723281278849078,23015.843900000007,ras related protein rab 18
XP_027248528.1,"ATP synthase subunit beta, mitochondrial [Cricetulus griseus]",False,False,False,True,False,True,4.7255743302347355,56369.88800000014,atp synthase subunit beta mitochondrial
XP_027243402.1,"RNA transcription, translation and transport factor protein isoform X2 [Cricetulus griseus]",False,False,False,True,False,False,6.9077432903099645,28107.79850000002,rna transcription translation and transport factor protein isoform x2
XP_027285961.1,"N-acylneuraminate cytidylyltransferase, partial [Cricetulus griseus]",False,False,False,True,False,False,6.643045108059882,42648.25180000002,n acylneuraminate cytidylyltransferase partial
XP_027288659.1,sushi repeat-containing protein SRPX2 isoform X4 [Cricetulus griseus],False,False,False,True,False,False,7.3491576704563295,50096.99180000007,sushi repeat containing protein srpx2 isoform x4
XP_027268591.1,uridine 5'-monophosphate synthase isoform X1 [Cricetulus griseus],False,False,False,True,False,False,6.949164869216632,52190.9679000001,uridine 5' monophosphate synthase isoform x1
XP_027251265.1,glutathione S-transferase Mu 6 [Cricetulus griseus],False,False,False,True,False,False,6.940850547209635,25559.053100000012,glutathione s transferase mu 6
XP_027251628.1,rap1 GTPase-GDP dissociation stimulator 1 isoform X4 [Cricetulus griseus],False,False,False,True,False,False,4.621431503052296,66087.62820000022,rap1 gtpase gdp dissociation stimulator 1 isoform x4
XP_027267547.1,amyloid-like protein 2 isoform X6 [Cricetulus griseus],False,False,False,True,False,True,4.205097874162123,87689.73130000036,amyloid like protein 2 isoform x6
XP_027288630.1,alpha-galactosidase A isoform X3 [Cricetulus griseus],False,False,False,True,False,False,4.346108561892711,47872.25760000002,alpha galactosidase a isoform x3
XP_027255831.1,cadherin-9 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.167741199262759,88647.51790000059,cadherin 9 isoform x2
XP_027268263.1,"type 2 lactosamine alpha-2,3-sialyltransferase isoform X2 [Cricetulus griseus]",False,False,False,True,False,True,10.004912175350476,37905.70780000002,type 2 lactosamine alpha 23 sialyltransferase isoform x2
XP_027265076.1,serpin B6 isoform X1 [Cricetulus griseus],False,False,False,True,True,True,5.631883801084289,43083.23700000012,serpin b6 isoform x1
XP_027266860.1,unconventional myosin-VI isoform X5 [Cricetulus griseus],False,False,False,True,False,False,9.437104425056152,144826.92520000058,unconventional myosin vi isoform x5
XP_027266769.1,pro-cathepsin H [Cricetulus griseus],False,False,False,True,False,False,9.538313504376834,37404.15939999999,pro cathepsin h
XP_027267023.1,disintegrin and metalloproteinase domain-containing protein 10 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,9.052510588884221,84067.24430000049,disintegrin and metalloproteinase domain containing protein 10 isoform x2
XP_027282894.1,myosin-10 [Cricetulus griseus],False,False,False,True,False,True,5.0229080183887875,229035.433600001,myosin 10
XP_027246900.1,long-chain-fatty-acid--CoA ligase 1 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,8.560266697010245,77854.49380000043,long chain fatty acid  coa ligase 1 isoform x2
XP_027249639.1,olfactomedin-like protein 3 [Cricetulus griseus],False,False,False,True,False,True,6.666906176902159,47139.11830000004,olfactomedin like protein 3
XP_027257450.1,transportin-1 isoform X3 [Cricetulus griseus],False,False,False,True,False,True,4.266995805826818,101310.7122000006,transportin 1 isoform x3
XP_027276127.1,26S proteasome non-ATPase regulatory subunit 14 isoform X1 [Cricetulus griseus],False,False,False,True,False,False,6.548064368452697,34576.67530000006,26s proteasome non atpase regulatory subunit 14 isoform x1
XP_027275871.1,nck-associated protein 1 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,6.662578551894525,128810.56990000076,nck associated protein 1 isoform x2
XP_027258506.1,inositol monophosphatase 2 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,6.204300597070426,31662.73470000003,inositol monophosphatase 2 isoform x2
XP_027272646.1,receptor-type tyrosine-protein phosphatase S isoform X5 [Cricetulus griseus],False,False,False,True,False,True,7.231982340282422,207031.05879999918,receptor type tyrosine protein phosphatase s isoform x5
XP_027246444.1,protein arginine N-methyltransferase 5 isoform X1 [Cricetulus griseus],False,False,False,True,False,True,6.308157209181948,72776.0518000002,protein arginine n methyltransferase 5 isoform x1
XP_027285732.1,deoxyribose-phosphate aldolase [Cricetulus griseus],False,False,False,True,False,True,9.71165481504511,35094.13040000004,deoxyribose phosphate aldolase
XP_027254945.1,CTP synthase 1 isoform X1 [Cricetulus griseus],False,False,False,True,False,True,6.60379190257674,66712.69340000021,ctp synthase 1 isoform x1
XP_027268427.1,brother of CDO isoform X5 [Cricetulus griseus],False,False,False,True,False,True,6.676992756538296,116880.94180000068,brother of cdo isoform x5
XP_027272871.1,UDP-N-acetylhexosamine pyrophosphorylase isoform X6 [Cricetulus griseus],False,False,False,True,False,False,6.841332276259385,61661.66810000012,udp n acetylhexosamine pyrophosphorylase isoform x6
XP_027270541.1,EPM2A-interacting protein 1 [Cricetulus griseus],False,False,False,True,False,False,5.4060314718407145,70016.27010000027,epm2a interacting protein 1
XP_027253000.1,actin-related protein 2/3 complex subunit 2 [Cricetulus griseus],False,False,False,True,False,True,7.391911232724443,34346.62310000003,actin related protein 2/3 complex subunit 2
XP_027277508.1,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 isoform X3 [Cricetulus griseus],False,False,False,True,False,True,8.248051647825095,47951.09220000001,trna (adenine(58) n(1)) methyltransferase non catalytic subunit trm6 isoform x3
XP_027266466.1,diphosphomevalonate decarboxylase isoform X2 [Cricetulus griseus],False,False,False,True,True,True,6.202667356540905,41214.32240000004,diphosphomevalonate decarboxylase isoform x2
XP_027250483.1,regulator of nonsense transcripts 1 isoform X7 [Cricetulus griseus],False,False,False,True,False,True,6.710204107731161,122611.84040000042,regulator of nonsense transcripts 1 isoform x7
XP_027257438.1,microtubule-associated protein 1B isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.196388679807055,270367.8334999994,microtubule associated protein 1b isoform x2
XP_027264043.1,alpha-mannosidase 2x isoform X2 [Cricetulus griseus],False,False,False,True,False,True,6.95813329167329,120571.07420000064,alpha mannosidase 2x isoform x2
XP_027289142.1,ATP-dependent RNA helicase DDX3X isoform X2 [Cricetulus griseus],False,False,False,True,False,False,7.254386829848971,73179.61380000043,atp dependent rna helicase ddx3x isoform x2
XP_027252540.1,poly(rC)-binding protein 2 isoform X21 [Cricetulus griseus],False,False,False,True,False,False,9.792791681267294,32307.92800000003,poly(rc) binding protein 2 isoform x21
XP_027272802.1,cAMP-dependent protein kinase type II-beta regulatory subunit isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.36655950121772,46071.49140000004,camp dependent protein kinase type ii beta regulatory subunit isoform x2
XP_027253469.1,septin-2 isoform X1 [Cricetulus griseus],False,False,False,True,False,False,6.616575149874477,41609.14220000008,septin 2 isoform x1
XP_027262917.1,ADP-ribosylation factor-like protein 3 [Cricetulus griseus],False,False,False,True,False,False,7.293012224343032,20486.283200000005,adp ribosylation factor like protein 3
XP_027286296.1,40S ribosomal protein S16 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,10.75686928962961,16445.11309999998,40s ribosomal protein s16 isoform x2
XP_027282281.1,notchless protein homolog 1 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,7.48956680236219,53250.52600000015,notchless protein homolog 1 isoform x2
XP_027264721.1,AP-2 complex subunit alpha-2 isoform X1 [Cricetulus griseus],False,False,False,True,False,True,6.880937419206844,104060.26670000065,ap 2 complex subunit alpha 2 isoform x1
NP_001233602.1,40S ribosomal protein S4 [Cricetulus griseus],False,False,False,True,False,False,10.838508896147644,29587.33200000003,40s ribosomal protein s4
XP_027251060.1,vacuolar protein-sorting-associated protein 36 isoform X3 [Cricetulus griseus],False,False,False,True,False,True,7.208451614960307,43703.003100000045,vacuolar protein sorting associated protein 36 isoform x3
XP_027276469.1,aldehyde dehydrogenase family 16 member A1 isoform X4 [Cricetulus griseus],False,False,False,True,False,False,6.929865072439342,80207.14350000041,aldehyde dehydrogenase family 16 member a1 isoform x4
XP_027253553.1,alpha-mannosidase 2 [Cricetulus griseus],False,False,False,True,False,False,7.967065335671555,130765.87730000078,alpha mannosidase 2
XP_027279142.1,tyrosine-protein phosphatase non-receptor type 1 isoform X4 [Cricetulus griseus],False,False,False,True,False,True,6.304905181757273,50145.361200000116,tyrosine protein phosphatase non receptor type 1 isoform x4
XP_027277080.1,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 isoform X3 [Cricetulus griseus],False,False,False,True,False,False,5.8301992105856595,69174.13500000026,dolichyl diphosphooligosaccharide  protein glycosyltransferase subunit 2 isoform x3
XP_027262934.1,alpha-centractin isoform X2 [Cricetulus griseus],False,False,False,True,False,False,5.258851982569251,37553.374700000044,alpha centractin isoform x2
NP_001233687.1,UTP--glucose-1-phosphate uridylyltransferase [Cricetulus griseus],False,False,False,True,False,False,7.736989870790037,56923.49570000003,utp  glucose 1 phosphate uridylyltransferase
NP_001233731.1,plastin-3 [Cricetulus griseus],False,False,False,True,False,False,5.143282735899168,70794.2003000002,plastin 3
XP_027278326.1,low-density lipoprotein receptor-related protein 4 isoform X1 [Cricetulus griseus],False,False,False,True,False,False,4.464162959242485,210555.91499999934,low density lipoprotein receptor related protein 4 isoform x1
XP_027254890.1,prolyl 3-hydroxylase 1 isoform X1 [Cricetulus griseus],False,False,False,True,False,False,4.689726219880285,83493.94870000031,prolyl 3 hydroxylase 1 isoform x1
XP_027255013.1,ras-related GTP-binding protein C isoform X2 [Cricetulus griseus],False,False,False,True,False,True,4.418355788615011,44120.34840000007,ras related gtp binding protein c isoform x2
XP_027286861.1,alpha-soluble NSF attachment protein isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.904024130647631,33178.27740000002,alpha soluble nsf attachment protein isoform x2
XP_027251304.1,"serine--tRNA ligase, cytoplasmic isoform X2 [Cricetulus griseus]",False,False,False,True,False,True,6.896985404145383,61407.5577000001,serine  trna ligase cytoplasmic isoform x2
XP_027274623.1,epoxide hydrolase 1 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,8.879111996922234,52559.828700000035,epoxide hydrolase 1 isoform x2
XP_027246743.1,signal recognition particle subunit SRP72 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,9.948578048605686,74737.40350000041,signal recognition particle subunit srp72 isoform x2
XP_027262314.1,MAM domain-containing protein 2 isoform X3 [Cricetulus griseus],False,False,False,True,False,False,4.742252655201909,77646.07530000038,mam domain containing protein 2 isoform x3
XP_027258389.1,translation initiation factor eIF-2B subunit gamma isoform X1 [Cricetulus griseus],False,False,False,True,False,False,6.078009667166195,50538.00110000003,translation initiation factor eif 2b subunit gamma isoform x1
XP_027277082.1,deoxynucleoside triphosphate triphosphohydrolase SAMHD1 [Cricetulus griseus],False,False,False,True,False,False,9.084970507196221,75406.53480000024,deoxynucleoside triphosphate triphosphohydrolase samhd1
XP_027279703.1,torsin-1A [Cricetulus griseus],False,False,False,True,True,False,7.689341695292486,37779.317300000024,torsin 1a
XP_027245030.1,DNA-directed RNA polymerases I and III subunit RPAC1 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.641682178216913,39101.121100000055,dna directed rna polymerases i and iii subunit rpac1 isoform x2
XP_027252648.1,inositol polyphosphate 1-phosphatase isoform X2 [Cricetulus griseus],False,False,False,True,False,True,4.559351415166996,43897.51190000005,inositol polyphosphate 1 phosphatase isoform x2
XP_027288284.1,host cell factor 1 isoform X5 [Cricetulus griseus],False,False,False,True,False,False,7.265703059029821,210400.73179999847,host cell factor 1 isoform x5
XP_027286803.1,U4/U6 small nuclear ribonucleoprotein Prp31 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,5.336153520877135,55415.298700000116,u4/u6 small nuclear ribonucleoprotein prp31 isoform x2
XP_027275941.1,heterogeneous nuclear ribonucleoprotein A3 isoform X3 [Cricetulus griseus],False,False,False,True,False,False,8.936283895619706,37085.67439999987,heterogeneous nuclear ribonucleoprotein a3 isoform x3
XP_027278669.1,dipeptidyl peptidase 2 [Cricetulus griseus],False,False,False,True,False,False,6.547997611820936,56396.487500000076,dipeptidyl peptidase 2
XP_027275671.1,proteasome subunit alpha type-7 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,9.190437333045022,27854.50350000002,proteasome subunit alpha type 7 isoform x2
XP_027267163.1,ras-related protein Rab-11A [Cricetulus griseus],False,False,False,True,False,True,6.538498521183868,24393.228200000016,ras related protein rab 11a
XP_027261324.1,HEAT repeat-containing protein 3 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.431673508523792,74568.99040000042,heat repeat containing protein 3 isoform x2
XP_027243156.1,AP-1 complex subunit beta-1 isoform X7 [Cricetulus griseus],False,False,False,True,False,True,4.504893408083648,103931.65550000068,ap 1 complex subunit beta 1 isoform x7
XP_027243835.1,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 [Cricetulus griseus]",False,False,False,True,False,True,9.862231565415023,46185.89509999998,n acetyllactosaminide beta 13 n acetylglucosaminyltransferase 2
XP_027258952.1,nuclear cap-binding protein subunit 1 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,6.555548094177437,91898.47420000042,nuclear cap binding protein subunit 1 isoform x2
XP_027245942.1,S-formylglutathione hydrolase [Cricetulus griseus],False,False,False,True,False,False,6.978027348232926,31345.19750000001,s formylglutathione hydrolase
XP_027252577.1,heterogeneous nuclear ribonucleoprotein A1 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,9.704024358448553,34195.78999999995,heterogeneous nuclear ribonucleoprotein a1 isoform x2
XP_027272591.1,complement C3 [Cricetulus griseus],False,False,False,True,False,True,6.642801703368344,186199.44959999973,complement c3
XP_027249788.1,ceroid-lipofuscinosis neuronal protein 5 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,9.17193935516729,39720.235100000005,ceroid lipofuscinosis neuronal protein 5 isoform x2
XP_027284190.1,peptidyl-prolyl cis-trans isomerase FKBP4 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,4.9770482134938865,51531.66660000007,peptidyl prolyl cis trans isomerase fkbp4 isoform x2
XP_027259984.1,5-oxoprolinase isoform X6 [Cricetulus griseus],False,False,False,True,False,True,6.511684091613332,137769.74080000023,5 oxoprolinase isoform x6
XP_027265840.1,eukaryotic translation initiation factor 3 subunit F isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.871223444152864,37891.652200000055,eukaryotic translation initiation factor 3 subunit f isoform x2
XP_027266879.1,CD109 antigen isoform X2 [Cricetulus griseus],False,False,False,True,False,True,5.277476912491212,148059.08880000058,cd109 antigen isoform x2
XP_027254912.1,peptidyl-prolyl cis-trans isomerase H isoform X2 [Cricetulus griseus],False,False,False,True,False,False,9.833335593285463,21106.198100000005,peptidyl prolyl cis trans isomerase h isoform x2
XP_027272809.1,nicotinamide phosphoribosyltransferase isoform X2 [Cricetulus griseus],False,False,False,True,False,False,7.217205383236594,55446.167100000035,nicotinamide phosphoribosyltransferase isoform x2
XP_027261702.1,group XV phospholipase A2 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,6.548818081455353,47235.56230000006,group xv phospholipase a2 isoform x2
XP_027278209.1,apoptosis inhibitor 5 isoform X8 [Cricetulus griseus],False,False,False,True,False,False,5.492344338072053,56811.497999999985,apoptosis inhibitor 5 isoform x8
XP_027265128.1,phosphatidylinositol-glycan-specific phospholipase D [Cricetulus griseus],False,False,False,True,False,False,6.735743944089046,93604.69100000066,phosphatidylinositol glycan specific phospholipase d
XP_027248771.1,arfaptin-1 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,6.745542012834955,41485.507200000044,arfaptin 1 isoform x2
XP_027258214.1,non-specific lipid-transfer protein isoform X1 [Cricetulus griseus],False,False,False,True,False,False,7.784274027667009,58891.94900000014,non specific lipid transfer protein isoform x1
XP_027265895.1,dickkopf-related protein 3 isoform X1 [Cricetulus griseus],False,False,False,True,False,False,3.917285742628765,38385.38870000006,dickkopf related protein 3 isoform x1
XP_027268862.1,AP-2 complex subunit mu isoform X1 [Cricetulus griseus],False,False,False,True,False,True,10.172234143754725,49624.071299999996,ap 2 complex subunit mu isoform x1
XP_027252810.1,ribosome biogenesis protein WDR12 isoform X1 [Cricetulus griseus],False,False,False,True,False,False,5.471380829971456,47605.213200000115,ribosome biogenesis protein wdr12 isoform x1
XP_027257640.1,tetratricopeptide repeat protein 37 [Cricetulus griseus],False,False,False,True,False,False,6.849586570363992,174358.44900000084,tetratricopeptide repeat protein 37
XP_027273844.1,heterogeneous nuclear ribonucleoprotein M isoform X6 [Cricetulus griseus],False,False,False,True,False,False,8.932416253124035,72080.46100000032,heterogeneous nuclear ribonucleoprotein m isoform x6
XP_027270213.1,poly [ADP-ribose] polymerase 3 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,9.618350965497557,53785.623200000024,poly [adp ribose] polymerase 3 isoform x2
XP_027259870.1,hsc70-interacting protein isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.810080057304555,41214.07940000008,hsc70 interacting protein isoform x2
XP_027267762.1,probable ATP-dependent RNA helicase DDX6 [Cricetulus griseus],False,False,False,True,False,False,9.540082698934713,54372.13680000001,probable atp dependent rna helicase ddx6
XP_027283085.1,"serine hydroxymethyltransferase, cytosolic [Cricetulus griseus]",False,False,False,True,False,True,8.254870756746042,52339.187200000044,serine hydroxymethyltransferase cytosolic
XP_027256191.1,focadhesin isoform X10 [Cricetulus griseus],False,False,False,True,False,False,6.606277974114842,181887.9436000006,focadhesin isoform x10
XP_027289422.1,ribose-phosphate pyrophosphokinase 1 isoform X3 [Cricetulus griseus],False,False,False,True,False,True,7.043058703605851,34805.844800000035,ribose phosphate pyrophosphokinase 1 isoform x3
XP_027286864.1,EH domain-containing protein 2 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,6.408673369966092,61155.61480000014,eh domain containing protein 2 isoform x2
XP_027282502.1,active breakpoint cluster region-related protein isoform X2 [Cricetulus griseus],False,False,False,True,False,False,6.441366133502604,93815.86010000054,active breakpoint cluster region related protein isoform x2
XP_027276432.1,"glycogen [starch] synthase, muscle [Cricetulus griseus]",False,False,False,True,False,False,6.017694338798639,83953.70780000054,glycogen [starch] synthase muscle
XP_027264953.1,mitotic checkpoint protein BUB3 isoform X3 [Cricetulus griseus],False,False,False,True,False,True,6.890450505210895,36954.09520000008,mitotic checkpoint protein bub3 isoform x3
XP_027269236.1,DNA replication licensing factor MCM4 [Cricetulus griseus],False,False,False,True,False,False,7.1709607178812576,96541.70860000068,dna replication licensing factor mcm4
XP_027252494.1,prefoldin subunit 5 [Cricetulus griseus],False,False,False,True,False,False,6.2686481531460165,17313.868499999986,prefoldin subunit 5
XP_027274636.1,LOW QUALITY PROTEIN: Golgi resident protein GCP60 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,4.523706411946745,60214.12260000025,low quality protein: golgi resident protein gcp60 isoform x2
NP_001233604.1,translin [Cricetulus griseus],False,False,False,True,False,False,6.431684040510493,26170.570900000028,translin
XP_027244876.1,40S ribosomal protein S24 isoform X12 [Cricetulus griseus],False,False,False,True,False,True,11.268406202478145,15068.611299999977,40s ribosomal protein s24 isoform x12
XP_027252936.1,lanC-like protein 1 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,8.558283506543328,45349.53970000003,lanc like protein 1 isoform x2
XP_027260666.1,ras-related protein Rab-4A [Cricetulus griseus],False,False,False,True,False,False,5.7680191341784,24435.459999999995,ras related protein rab 4a
XP_027265340.1,histone H2B type 1 [Cricetulus griseus],False,False,False,True,False,False,10.791495782111083,13905.968599999982,histone h2b type 1
XP_027248512.1,extended synaptotagmin-1 isoform X3 [Cricetulus griseus],False,False,False,True,False,True,5.864557718261831,105251.92650000079,extended synaptotagmin 1 isoform x3
XP_027256178.1,ras-related GTP-binding protein A isoform X2 [Cricetulus griseus],False,False,False,True,False,False,8.353830589243598,36565.7505000001,ras related gtp binding protein a isoform x2
XP_027247521.1,GMP synthase [glutamine-hydrolyzing] isoform X2 [Cricetulus griseus],False,False,False,True,False,True,6.724468419265301,76679.53770000029,gmp synthase [glutamine hydrolyzing] isoform x2
XP_027264803.1,ribonuclease inhibitor isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.161047430610908,50021.28840000004,ribonuclease inhibitor isoform x2
XP_027279826.1,"heat shock protein 75 kDa, mitochondrial [Cricetulus griseus]",False,False,False,True,False,True,7.527695354690575,80293.11530000027,heat shock protein 75 kda mitochondrial
XP_027286178.1,exosome complex component RRP46 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,7.404901177556518,25084.6008,exosome complex component rrp46 isoform x2
XP_027244588.1,helicase SKI2W isoform X2 [Cricetulus griseus],False,False,False,True,False,False,6.336442800102924,137344.1558000004,helicase ski2w isoform x2
XP_027259082.1,transitional endoplasmic reticulum ATPase isoform X2 [Cricetulus griseus],False,False,False,True,False,True,4.614725984427786,89320.77570000071,transitional endoplasmic reticulum atpase isoform x2
XP_027281700.1,transforming growth factor beta receptor type 3 [Cricetulus griseus],False,False,False,True,False,False,5.909313204462807,93764.19710000049,transforming growth factor beta receptor type 3
XP_027253505.1,peptidyl-glycine alpha-amidating monooxygenase isoform X5 [Cricetulus griseus],False,False,False,True,False,False,6.55381127131852,94800.66890000054,peptidyl glycine alpha amidating monooxygenase isoform x5
XP_027247546.1,pentraxin-related protein PTX3 [Cricetulus griseus],False,False,False,True,False,False,4.853478006920024,42241.78920000004,pentraxin related protein ptx3
XP_027257770.1,vacuolar protein sorting-associated protein VTA1 homolog isoform X1 [Cricetulus griseus],False,False,False,True,False,False,6.049132527501795,33798.64470000001,vacuolar protein sorting associated protein vta1 homolog isoform x1
XP_027284228.1,ATP-binding cassette sub-family F member 2 [Cricetulus griseus],False,False,False,True,False,False,7.107285901672386,71583.69960000015,atp binding cassette sub family f member 2
XP_027272524.1,kinesin light chain 1 isoform X34 [Cricetulus griseus],False,False,False,True,False,False,6.244700492447447,65785.49010000005,kinesin light chain 1 isoform x34
XP_027244380.1,guanine nucleotide-binding protein-like 1 isoform X3 [Cricetulus griseus],False,False,False,True,False,False,9.239194476676333,62441.88410000018,guanine nucleotide binding protein like 1 isoform x3
XP_027258556.1,"asparagine--tRNA ligase, cytoplasmic isoform X2 [Cricetulus griseus]",False,False,False,True,False,True,5.650617403938345,64131.48520000023,asparagine  trna ligase cytoplasmic isoform x2
XP_027261735.1,LOW QUALITY PROTEIN: beta-2-syntrophin isoform X2 [Cricetulus griseus],False,False,False,True,False,False,10.053934036756525,57131.85050000012,low quality protein: beta 2 syntrophin isoform x2
XP_027249354.1,methanethiol oxidase [Cricetulus griseus],False,False,False,True,False,False,6.605366559494533,52436.38530000001,methanethiol oxidase
XP_027251387.1,60S ribosomal protein L9 [Cricetulus griseus],False,False,False,True,False,False,10.572074219387844,21879.191899999998,60s ribosomal protein l9
XP_027284832.1,ADP-ribosylation factor-like protein 8B [Cricetulus griseus],False,False,False,True,False,True,9.52403014596709,21538.78040000002,adp ribosylation factor like protein 8b
XP_027273586.1,coiled-coil domain-containing protein 93 [Cricetulus griseus],False,False,False,True,False,True,8.580583757695669,72682.12540000028,coiled coil domain containing protein 93
XP_027266985.1,E3 ubiquitin-protein ligase NEDD4 isoform X4 [Cricetulus griseus],False,False,False,True,False,False,4.775127120674685,97553.43790000066,e3 ubiquitin protein ligase nedd4 isoform x4
XP_027245971.1,exportin-7 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,6.556929151944023,123972.15980000093,exportin 7 isoform x2
XP_027261803.1,L-fucose kinase isoform X1 [Cricetulus griseus],False,False,False,True,False,True,6.354632938588951,118960.5022000008,l fucose kinase isoform x1
XP_027286295.1,transcription elongation factor SPT5 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,4.420289330337941,120791.84940000044,transcription elongation factor spt5 isoform x2
XP_027244052.1,vacuolar protein sorting-associated protein 26A isoform X1 [Cricetulus griseus],False,False,False,True,False,False,6.553178487661171,38113.33920000009,vacuolar protein sorting associated protein 26a isoform x1
XP_027245423.1,DCC-interacting protein 13-alpha isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.8425478207943975,79286.16860000047,dcc interacting protein 13 alpha isoform x2
XP_027278322.1,cytoskeleton-associated protein 5 isoform X1 [Cricetulus griseus],False,False,False,True,False,False,8.743365324246966,225588.07480000032,cytoskeleton associated protein 5 isoform x1
XP_027257254.1,exosome RNA helicase MTR4 [Cricetulus griseus],False,False,False,True,False,False,6.368471433337037,117736.31080000072,exosome rna helicase mtr4
XP_027247345.1,peroxisomal carnitine O-octanoyltransferase isoform X3 [Cricetulus griseus],False,False,False,True,False,True,7.011332732221772,70148.70920000027,peroxisomal carnitine o octanoyltransferase isoform x3
XP_027250753.1,NHL repeat-containing protein 3 [Cricetulus griseus],False,False,False,True,False,True,5.8071868615882805,38035.69690000004,nhl repeat containing protein 3
XP_027281903.1,xanthine dehydrogenase/oxidase isoform X1 [Cricetulus griseus],False,False,False,True,False,True,7.94784410753768,146484.34340000036,xanthine dehydrogenase/oxidase isoform x1
XP_027264517.1,coronin-1B [Cricetulus griseus],False,False,False,True,False,False,5.353072044481156,53867.49800000016,coronin 1b
XP_027277614.1,nucleolar protein 56 isoform X2 [Cricetulus griseus],False,False,False,True,False,True,9.525138312361381,52946.5496000001,nucleolar protein 56 isoform x2
XP_027269913.1,tyrosine-protein phosphatase non-receptor type 11 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,7.410337888342594,68491.58770000009,tyrosine protein phosphatase non receptor type 11 isoform x2
XP_027250984.1,geranylgeranyl transferase type-2 subunit beta isoform X3 [Cricetulus griseus],False,False,False,True,False,True,4.220432951611821,36831.790000000045,geranylgeranyl transferase type 2 subunit beta isoform x3
XP_027280498.1,isoamyl acetate-hydrolyzing esterase 1 homolog [Cricetulus griseus],False,False,False,True,False,False,5.132578475985675,27841.590900000032,isoamyl acetate hydrolyzing esterase 1 homolog
XP_027282084.1,E3 ubiquitin/ISG15 ligase TRIM25 isoform X3 [Cricetulus griseus],False,False,False,True,False,True,8.875215071612018,71602.3492000003,e3 ubiquitin/isg15 ligase trim25 isoform x3
XP_027289344.1,cullin-4B isoform X2 [Cricetulus griseus],False,False,False,True,False,False,8.870141633134047,104384.09160000071,cullin 4b isoform x2
XP_027249808.1,exosome complex exonuclease RRP44 isoform X4 [Cricetulus griseus],False,False,False,True,False,True,7.4777506352379435,104868.80470000081,exosome complex exonuclease rrp44 isoform x4
XP_027242400.1,probable tRNA N6-adenosine threonylcarbamoyltransferase isoform X4 [Cricetulus griseus],False,False,False,True,False,True,6.186301770020598,36358.45730000007,probable trna n6 adenosine threonylcarbamoyltransferase isoform x4
XP_027271308.1,exosome complex component RRP42 isoform X2 [Cricetulus griseus],False,False,False,True,False,False,4.503237453681991,31673.01760000003,exosome complex component rrp42 isoform x2
